store_id,week_start_date,weekly_sales,store_area,num_employees,store_type,weekly_sales_missing_flag,month_start
Store_01,2023-01-01,14360.3582,4015.079281,72,A,0,2023-01-01
Store_01,2023-01-08,4605.791486,2359.995002,125,B,0,2023-01-01
Store_01,2023-01-15,22581.47316,4949.162552,133,B,0,2023-01-01
Store_01,2023-01-22,14035.70359,2750.688598,90,B,0,2023-01-01
Store_01,2023-01-29,7645.578903,2072.89416,38,A,0,2023-01-01
Store_01,2023-02-05,27528.53345,2444.974248,182,C,0,2023-02-01
Store_01,2023-02-12,2103.718363,3259.916801,136,B,0,2023-02-01
Store_01,2023-02-19,10278.68488,4416.02404,181,B,0,2023-02-01
Store_01,2023-02-26,13403.79788,2157.503653,145,A,0,2023-02-01
Store_01,2023-03-05,26121.5823,2555.235119,159,B,0,2023-03-01
Store_01,2023-03-12,13672.26619,1558.076772,102,B,0,2023-03-01
Store_01,2023-03-19,20806.10841,1563.844378,34,B,0,2023-03-01
Store_01,2023-03-26,8503.971552,2476.319237,188,B,0,2023-03-01
Store_01,2023-04-02,13044.0584,2525.05699,30,B,0,2023-04-01
Store_01,2023-04-09,26703.97546,4559.280607,79,A,0,2023-04-01
Store_01,2023-04-16,19307.71293,2301.846416,17,C,0,2023-04-01
Store_01,2023-04-23,11062.69001,4278.556189,24,A,0,2023-04-01
Store_01,2023-04-30,26815.60346,4572.582572,185,A,0,2023-04-01
Store_01,2023-05-07,11998.90675,3958.950291,158,B,0,2023-05-01
Store_01,2023-05-14,15671.85336,2084.222548,77,B,0,2023-05-01
Store_01,2023-05-21,19708.30581,2635.501667,56,B,0,2023-05-01
Store_01,2023-05-28,26975.83041,4801.939053,120,C,0,2023-05-01
Store_01,2023-06-04,27420.59554,3707.808662,39,A,0,2023-06-01
Store_01,2023-06-11,3981.839545,4072.044452,65,C,0,2023-06-01
Store_01,2023-06-18,18528.8335,4996.005262,199,B,0,2023-06-01
Store_01,2023-06-25,2385.6064,2709.467009,180,A,0,2023-06-01
Store_01,2023-07-02,22723.81257,3666.889301,179,B,0,2023-07-01
Store_01,2023-07-09,28805.99597,1995.956268,53,C,0,2023-07-01
Store_01,2023-07-16,29770.63278,2137.514967,103,B,0,2023-07-01
Store_01,2023-07-23,26570.85217,3816.454423,151,A,0,2023-07-01
Store_01,2023-07-30,14375.15973,2505.114989,91,A,0,2023-07-01
Store_01,2023-08-06,13718.31208,2679.543708,121,C,0,2023-08-01
Store_01,2023-08-13,25352.54615,1887.878436,145,C,0,2023-08-01
Store_01,2023-08-20,12768.86434,3475.281033,58,A,0,2023-08-01
Store_01,2023-08-27,23689.40734,4607.080623,109,B,0,2023-08-01
Store_01,2023-09-03,24325.80213,2033.084464,175,B,0,2023-09-01
Store_01,2023-09-10,17094.05535,1644.221538,39,C,0,2023-09-01
Store_01,2023-09-17,19875.73219,3631.835419,156,C,0,2023-09-01
Store_01,2023-09-24,15183.77752,3498.584986,30,B,0,2023-09-01
Store_01,2023-10-01,2967.78422,2357.66879,30,B,0,2023-10-01
Store_01,2023-10-08,23685.37521,1825.345657,166,A,0,2023-10-01
Store_01,2023-10-15,10145.44501,4337.968841,71,B,0,2023-10-01
Store_01,2023-10-22,27821.3205,3392.749387,143,A,0,2023-10-01
Store_01,2023-10-29,10279.01676,2813.236702,23,A,0,2023-10-01
Store_01,2023-11-05,25340.43171,4882.114264,46,A,0,2023-11-01
Store_01,2023-11-12,8498.258787,2633.006083,146,C,0,2023-11-01
Store_01,2023-11-19,3849.040168,4742.827316,65,A,0,2023-11-01
Store_01,2023-11-26,28180.30889,3544.91677,150,A,0,2023-11-01
Store_01,2023-12-03,16431.52181,2791.119762,32,B,0,2023-12-01
Store_01,2023-12-10,10111.83214,4231.930958,195,A,0,2023-12-01
Store_01,2023-12-17,7727.202042,2450.838815,35,C,0,2023-12-01
Store_01,2023-12-24,25291.68127,4186.107918,148,A,0,2023-12-01
Store_01,2023-12-31,9221.723114,3381.679173,46,C,0,2023-12-01
Store_01,2024-01-07,18942.39935,2797.767341,116,C,0,2024-01-01
Store_01,2024-01-14,26244.02977,4970.297549,55,A,0,2024-01-01
Store_01,2024-01-21,27229.72977,2769.704454,97,A,0,2024-01-01
Store_01,2024-01-28,7295.2021,1611.192015,130,C,0,2024-01-01
Store_01,2024-02-04,7745.631428,2054.957615,54,A,0,2024-02-01
Store_01,2024-02-11,17583.25742,3077.952692,92,C,0,2024-02-01
Store_01,2024-02-18,10768.80566,2806.059424,118,A,0,2024-02-01
Store_01,2024-02-25,12028.03055,3974.254929,68,A,0,2024-02-01
Store_01,2024-03-03,26546.76442,2490.229509,195,A,0,2024-03-01
Store_01,2024-03-10,4805.840395,3418.583864,174,A,0,2024-03-01
Store_01,2024-03-17,7611.917955,3957.861634,46,A,0,2024-03-01
Store_01,2024-03-24,4087.624751,2814.341983,187,A,0,2024-03-01
Store_01,2024-03-31,9501.655542,3017.272397,130,B,0,2024-03-01
Store_01,2024-04-07,22912.8065,4818.761528,171,B,0,2024-04-01
Store_01,2024-04-14,19148.59415,4469.608289,155,A,0,2024-04-01
Store_01,2024-04-21,27683.85713,3528.300074,186,A,0,2024-04-01
Store_01,2024-04-28,25505.37018,1563.070069,105,C,0,2024-04-01
Store_01,2024-05-05,29687.82852,1807.181996,96,A,0,2024-05-01
Store_01,2024-05-12,9252.560934,3075.999044,48,C,0,2024-05-01
Store_01,2024-05-19,15471.1147,4753.095223,66,A,0,2024-05-01
Store_01,2024-05-26,12880.17169,2422.03954,68,B,0,2024-05-01
Store_01,2024-06-02,28254.72432,1949.236274,145,B,0,2024-06-01
Store_01,2024-06-09,2032.214679,3349.55497,155,B,0,2024-06-01
Store_01,2024-06-16,28552.45967,1877.853715,194,A,0,2024-06-01
Store_01,2024-06-23,2154.411542,4507.999183,15,B,0,2024-06-01
Store_01,2024-06-30,12839.35175,4268.834592,72,C,0,2024-06-01
Store_01,2024-07-07,18954.14925,3062.556426,16,A,0,2024-07-01
Store_01,2024-07-14,5251.584041,4957.723956,130,A,0,2024-07-01
Store_01,2024-07-21,14413.50572,4836.18242,152,B,0,2024-07-01
Store_01,2024-07-28,18843.0715,2719.447418,175,C,0,2024-07-01
Store_01,2024-08-04,29588.71545,3616.298814,58,C,0,2024-08-01
Store_01,2024-08-11,7198.906049,3527.317265,126,A,0,2024-08-01
Store_01,2024-08-18,4700.604699,4474.481408,199,A,0,2024-08-01
Store_01,2024-08-25,22531.52512,1936.049773,109,C,0,2024-08-01
Store_01,2024-09-01,10708.72423,4064.111062,151,B,0,2024-09-01
Store_01,2024-09-08,20641.35692,3899.454143,145,C,0,2024-09-01
Store_01,2024-09-15,14093.1366,4368.180941,17,A,0,2024-09-01
Store_01,2024-09-22,22347.33646,4047.270959,196,A,0,2024-09-01
Store_01,2024-09-29,14925.05993,4799.84816,155,A,0,2024-09-01
Store_01,2024-10-06,22268.20915,4792.521483,22,B,0,2024-10-01
Store_01,2024-10-13,21974.30604,2870.779259,98,A,0,2024-10-01
Store_01,2024-10-20,18003.99472,2736.674955,76,A,0,2024-10-01
Store_01,2024-10-27,11959.86061,2459.700431,77,A,0,2024-10-01
Store_01,2024-11-03,22829.1292,1901.774695,173,A,0,2024-11-01
Store_01,2024-11-10,2436.554988,4047.676402,105,A,0,2024-11-01
Store_01,2024-11-17,15513.11084,2831.080595,119,A,0,2024-11-01
Store_01,2024-11-24,8311.131643,4342.139194,78,A,0,2024-11-01
Store_01,2024-12-01,7928.228035,2830.216751,111,A,0,2024-12-01
Store_01,2024-12-08,23022.6618,2478.779127,37,B,0,2024-12-01
Store_01,2024-12-15,21146.05784,3932.316448,48,A,0,2024-12-01
Store_01,2024-12-22,20068.8014,3521.539969,36,A,0,2024-12-01
Store_02,2023-01-01,18957.32182,3086.09317,32,C,0,2023-01-01
Store_02,2023-01-08,20049.4233,3940.286986,57,B,0,2023-01-01
Store_02,2023-01-15,27858.65754,4497.756243,91,A,0,2023-01-01
Store_02,2023-01-22,11476.12968,4886.345642,43,B,0,2023-01-01
Store_02,2023-01-29,2306.695875,3798.076301,125,A,0,2023-01-01
Store_02,2023-02-05,15575.17913,1530.121844,50,A,0,2023-02-01
Store_02,2023-02-12,10864.02813,3901.264817,166,A,0,2023-02-01
Store_02,2023-02-19,4931.970318,4283.274948,93,A,0,2023-02-01
Store_02,2023-02-26,22685.81549,1815.206034,71,B,0,2023-02-01
Store_02,2023-03-05,19568.11937,2389.285738,45,A,0,2023-03-01
Store_02,2023-03-12,24773.62313,4221.518036,55,C,0,2023-03-01
Store_02,2023-03-19,13033.54186,4803.380311,22,B,0,2023-03-01
Store_02,2023-03-26,17645.18506,3517.923217,182,B,0,2023-03-01
Store_02,2023-04-02,14284.38977,4831.32252,65,A,0,2023-04-01
Store_02,2023-04-09,14205.56178,4809.476719,105,B,0,2023-04-01
Store_02,2023-04-16,18048.6654,1998.13594,189,C,0,2023-04-01
Store_02,2023-04-23,2859.411191,1955.989049,12,C,0,2023-04-01
Store_02,2023-04-30,20037.3664,4370.85073,45,B,0,2023-04-01
Store_02,2023-05-07,15527.08585,4085.855557,107,B,0,2023-05-01
Store_02,2023-05-14,21764.41695,4752.440954,111,A,0,2023-05-01
Store_02,2023-05-21,20061.60328,3210.69856,108,B,0,2023-05-01
Store_02,2023-05-28,24123.57323,4766.831064,195,B,0,2023-05-01
Store_02,2023-06-04,19395.10433,3540.704525,67,A,0,2023-06-01
Store_02,2023-06-11,14879.82309,2947.598519,78,A,0,2023-06-01
Store_02,2023-06-18,15205.49419,4447.407819,31,C,0,2023-06-01
Store_02,2023-06-25,18176.83536,3012.265486,85,A,0,2023-06-01
Store_02,2023-07-02,12560.06045,3609.25245,156,C,0,2023-07-01
Store_02,2023-07-09,17917.46351,3796.88023,78,A,0,2023-07-01
Store_02,2023-07-16,8551.091516,4170.917447,12,B,0,2023-07-01
Store_02,2023-07-23,25521.0311,3156.360868,114,A,0,2023-07-01
Store_02,2023-07-30,17468.46633,2071.399524,157,B,0,2023-07-01
Store_02,2023-08-06,11921.66411,3641.788043,162,B,0,2023-08-01
Store_02,2023-08-13,29293.1961,4853.376243,166,A,0,2023-08-01
Store_02,2023-08-20,2980.43881,2366.064181,42,C,0,2023-08-01
Store_02,2023-08-27,11591.21632,2066.941969,194,A,0,2023-08-01
Store_02,2023-09-03,7935.926253,3375.54114,138,B,0,2023-09-01
Store_02,2023-09-10,12595.90752,2418.882888,13,A,0,2023-09-01
Store_02,2023-09-17,11234.41634,3209.82473,56,A,0,2023-09-01
Store_02,2023-09-24,28904.85324,3041.823446,128,A,0,2023-09-01
Store_02,2023-10-01,28731.28334,2198.656273,171,B,0,2023-10-01
Store_02,2023-10-08,18509.32676,1907.867499,199,A,0,2023-10-01
Store_02,2023-10-15,8002.285915,4844.404052,67,C,0,2023-10-01
Store_02,2023-10-22,8210.068911,1508.521576,65,C,0,2023-10-01
Store_02,2023-10-29,28122.1793,4026.065369,183,A,0,2023-10-01
Store_02,2023-11-05,9491.310779,2272.534697,104,A,0,2023-11-01
Store_02,2023-11-12,4158.099286,2506.119921,16,A,0,2023-11-01
Store_02,2023-11-19,18470.55253,3919.337202,121,A,0,2023-11-01
Store_02,2023-11-26,7594.287585,2162.140635,141,B,0,2023-11-01
Store_02,2023-12-03,6907.824499,1613.567351,10,B,0,2023-12-01
Store_02,2023-12-10,3803.994791,4607.332146,99,C,0,2023-12-01
Store_02,2023-12-17,20247.6717,1532.974927,49,B,0,2023-12-01
Store_02,2023-12-24,28394.66061,2561.204422,11,C,0,2023-12-01
Store_02,2023-12-31,9101.422118,3418.60629,29,C,0,2023-12-01
Store_02,2024-01-07,19366.32443,2587.815076,193,A,0,2024-01-01
Store_02,2024-01-14,10985.56659,2959.390683,72,B,0,2024-01-01
Store_02,2024-01-21,23523.35083,3375.517127,100,C,0,2024-01-01
Store_02,2024-01-28,16281.11432,4297.104673,99,B,0,2024-01-01
Store_02,2024-02-04,15628.33664,1511.907126,192,C,0,2024-02-01
Store_02,2024-02-11,16218.18206,4888.795463,82,B,0,2024-02-01
Store_02,2024-02-18,18292.47152,3769.718624,40,A,0,2024-02-01
Store_02,2024-02-25,18807.29742,4127.959101,195,B,0,2024-02-01
Store_02,2024-03-03,6271.07992,1618.180291,173,B,0,2024-03-01
Store_02,2024-03-10,12343.60845,4019.048096,187,C,0,2024-03-01
Store_02,2024-03-17,5322.455698,4759.931309,194,B,0,2024-03-01
Store_02,2024-03-24,21958.58925,3993.072103,118,B,0,2024-03-01
Store_02,2024-03-31,10864.23085,4649.966412,114,B,0,2024-03-01
Store_02,2024-04-07,13886.52643,2326.763847,32,B,0,2024-04-01
Store_02,2024-04-14,4459.678423,2895.731217,124,C,0,2024-04-01
Store_02,2024-04-21,7129.503122,2575.002444,55,B,0,2024-04-01
Store_02,2024-04-28,4745.578163,4717.841026,156,B,0,2024-04-01
Store_02,2024-05-05,20893.44501,3724.683338,101,A,0,2024-05-01
Store_02,2024-05-12,28944.86289,4704.461503,62,B,0,2024-05-01
Store_02,2024-05-19,3299.60112,3854.775331,119,C,0,2024-05-01
Store_02,2024-05-26,5041.844496,3697.821324,176,B,0,2024-05-01
Store_02,2024-06-02,18334.65968,3094.273785,150,B,0,2024-06-01
Store_02,2024-06-09,10234.81398,4182.598386,185,B,0,2024-06-01
Store_02,2024-06-16,27043.84554,2142.698865,157,A,0,2024-06-01
Store_02,2024-06-23,13169.78442,3419.17456,112,A,0,2024-06-01
Store_02,2024-06-30,4476.704777,2026.773225,154,A,0,2024-06-01
Store_02,2024-07-07,29810.67306,2086.175773,147,C,0,2024-07-01
Store_02,2024-07-14,23017.026,2913.037291,199,C,0,2024-07-01
Store_02,2024-07-21,26896.47881,2918.094262,38,B,0,2024-07-01
Store_02,2024-07-28,8667.678829,3345.268643,85,A,0,2024-07-01
Store_02,2024-08-04,4990.525991,4670.243565,198,C,0,2024-08-01
Store_02,2024-08-11,17019.30636,2712.568485,192,A,0,2024-08-01
Store_02,2024-08-18,28010.57567,4775.062683,168,A,0,2024-08-01
Store_02,2024-08-25,15406.49164,4741.046388,120,C,0,2024-08-01
Store_02,2024-09-01,3518.098264,1776.217248,42,A,0,2024-09-01
Store_02,2024-09-08,13611.38035,3376.496611,192,A,0,2024-09-01
Store_02,2024-09-15,26500.76157,4980.572545,115,B,0,2024-09-01
Store_02,2024-09-22,17197.12104,3861.731489,74,C,0,2024-09-01
Store_02,2024-09-29,27725.6693,2897.489065,169,A,0,2024-09-01
Store_02,2024-10-06,11629.68439,1535.130375,190,A,0,2024-10-01
Store_02,2024-10-13,15953.16954,4814.807054,122,B,0,2024-10-01
Store_02,2024-10-20,9332.661291,3148.142202,41,A,0,2024-10-01
Store_02,2024-10-27,9223.68748,2011.537252,12,C,0,2024-10-01
Store_02,2024-11-03,9190.550101,4059.602853,132,A,0,2024-11-01
Store_02,2024-11-10,5923.270508,2232.412547,155,C,0,2024-11-01
Store_02,2024-11-17,12622.1738,3380.059117,82,B,0,2024-11-01
Store_02,2024-11-24,12678.58905,1731.787767,198,A,0,2024-11-01
Store_02,2024-12-01,22634.94638,2382.214507,174,B,0,2024-12-01
Store_02,2024-12-08,29428.81008,2343.02791,86,A,0,2024-12-01
Store_02,2024-12-15,19869.40125,2431.962613,133,A,0,2024-12-01
Store_02,2024-12-22,28196.49509,4318.089714,96,A,0,2024-12-01
Store_03,2023-01-01,4256.834379,2219.381074,162,B,0,2023-01-01
Store_03,2023-01-08,3167.477704,1972.670937,67,C,0,2023-01-01
Store_03,2023-01-15,10109.58123,2815.683419,61,A,0,2023-01-01
Store_03,2023-01-22,9493.087734,1513.712544,155,C,0,2023-01-01
