store_id,week_start_date,weekly_sales,store_area,num_employees,store_type
Store_01,01-01-2023,14360.3582,4015.079281,72,A
Store_01,08-01-2023,4605.791486,2359.995002,125,B
Store_01,15-01-2023,22581.47316,4949.162552,133,B
Store_01,22-01-2023,14035.70359,2750.688598,90,B
Store_01,29-01-2023,7645.578903,2072.89416,38,A
Store_01,05-02-2023,27528.53345,2444.974248,182,C
Store_01,12-02-2023,2103.718363,3259.916801,136,B
Store_01,19-02-2023,10278.68488,4416.02404,181,B
Store_01,26-02-2023,13403.79788,2157.503653,145,A
Store_01,05-03-2023,26121.5823,2555.235119,159,B
Store_01,12-03-2023,13672.26619,1558.076772,102,B
Store_01,19-03-2023,20806.10841,1563.844378,34,B
Store_01,26-03-2023,8503.971552,2476.319237,188,B
Store_01,02-04-2023,13044.0584,2525.05699,30,B
Store_01,09-04-2023,26703.97546,4559.280607,79,A
Store_01,16-04-2023,19307.71293,2301.846416,17,C
Store_01,23-04-2023,11062.69001,4278.556189,24,A
Store_01,30-04-2023,26815.60346,4572.582572,185,A
Store_01,07-05-2023,11998.90675,3958.950291,158,B
Store_01,14-05-2023,15671.85336,2084.222548,77,B
Store_01,21-05-2023,19708.30581,2635.501667,56,B
Store_01,28-05-2023,26975.83041,4801.939053,120,C
Store_01,04-06-2023,27420.59554,3707.808662,39,A
Store_01,11-06-2023,3981.839545,4072.044452,65,C
Store_01,18-06-2023,18528.8335,4996.005262,199,B
Store_01,25-06-2023,2385.6064,2709.467009,180,A
Store_01,02-07-2023,22723.81257,3666.889301,179,B
Store_01,09-07-2023,28805.99597,1995.956268,53,C
Store_01,16-07-2023,29770.63278,2137.514967,103,B
Store_01,23-07-2023,26570.85217,3816.454423,151,A
Store_01,30-07-2023,14375.15973,2505.114989,91,A
Store_01,06-08-2023,13718.31208,2679.543708,121,C
Store_01,13-08-2023,25352.54615,1887.878436,145,C
Store_01,20-08-2023,12768.86434,3475.281033,58,A
Store_01,27-08-2023,23689.40734,4607.080623,109,B
Store_01,03-09-2023,24325.80213,2033.084464,175,B
Store_01,10-09-2023,17094.05535,1644.221538,39,C
Store_01,17-09-2023,19875.73219,3631.835419,156,C
Store_01,24-09-2023,15183.77752,3498.584986,30,B
Store_01,01-10-2023,2967.78422,2357.66879,30,B
Store_01,08-10-2023,23685.37521,1825.345657,166,A
Store_01,15-10-2023,10145.44501,4337.968841,71,B
Store_01,22-10-2023,27821.3205,3392.749387,143,A
Store_01,29-10-2023,10279.01676,2813.236702,23,A
Store_01,05-11-2023,25340.43171,4882.114264,46,A
Store_01,12-11-2023,8498.258787,2633.006083,146,C
Store_01,19-11-2023,3849.040168,4742.827316,65,A
Store_01,26-11-2023,28180.30889,3544.91677,150,A
Store_01,03-12-2023,16431.52181,2791.119762,32,B
Store_01,10-12-2023,10111.83214,4231.930958,195,A
Store_01,17-12-2023,7727.202042,2450.838815,35,C
Store_01,24-12-2023,25291.68127,4186.107918,148,A
Store_01,31-12-2023,9221.723114,3381.679173,46,C
Store_01,07-01-2024,18942.39935,2797.767341,116,C
Store_01,14-01-2024,26244.02977,4970.297549,55,A
Store_01,21-01-2024,27229.72977,2769.704454,97,A
Store_01,28-01-2024,7295.2021,1611.192015,130,C
Store_01,04-02-2024,7745.631428,2054.957615,54,A
Store_01,11-02-2024,17583.25742,3077.952692,92,C
Store_01,18-02-2024,10768.80566,2806.059424,118,A
Store_01,25-02-2024,12028.03055,3974.254929,68,A
Store_01,03-03-2024,26546.76442,2490.229509,195,A
Store_01,10-03-2024,4805.840395,3418.583864,174,A
Store_01,17-03-2024,7611.917955,3957.861634,46,A
Store_01,24-03-2024,4087.624751,2814.341983,187,A
Store_01,31-03-2024,9501.655542,3017.272397,130,B
Store_01,07-04-2024,22912.8065,4818.761528,171,B
Store_01,14-04-2024,19148.59415,4469.608289,155,A
Store_01,21-04-2024,27683.85713,3528.300074,186,A
Store_01,28-04-2024,25505.37018,1563.070069,105,C
Store_01,05-05-2024,29687.82852,1807.181996,96,A
Store_01,12-05-2024,9252.560934,3075.999044,48,C
Store_01,19-05-2024,15471.1147,4753.095223,66,A
Store_01,26-05-2024,12880.17169,2422.03954,68,B
Store_01,02-06-2024,28254.72432,1949.236274,145,B
Store_01,09-06-2024,2032.214679,3349.55497,155,B
Store_01,16-06-2024,28552.45967,1877.853715,194,A
Store_01,23-06-2024,2154.411542,4507.999183,15,B
Store_01,30-06-2024,12839.35175,4268.834592,72,C
Store_01,07-07-2024,18954.14925,3062.556426,16,A
Store_01,14-07-2024,5251.584041,4957.723956,130,A
Store_01,21-07-2024,14413.50572,4836.18242,152,B
Store_01,28-07-2024,18843.0715,2719.447418,175,C
Store_01,04-08-2024,29588.71545,3616.298814,58,C
Store_01,11-08-2024,7198.906049,3527.317265,126,A
Store_01,18-08-2024,4700.604699,4474.481408,199,A
Store_01,25-08-2024,22531.52512,1936.049773,109,C
Store_01,01-09-2024,10708.72423,4064.111062,151,B
Store_01,08-09-2024,20641.35692,3899.454143,145,C
Store_01,15-09-2024,14093.1366,4368.180941,17,A
Store_01,22-09-2024,22347.33646,4047.270959,196,A
Store_01,29-09-2024,14925.05993,4799.84816,155,A
Store_01,06-10-2024,22268.20915,4792.521483,22,B
Store_01,13-10-2024,21974.30604,2870.779259,98,A
Store_01,20-10-2024,18003.99472,2736.674955,76,A
Store_01,27-10-2024,11959.86061,2459.700431,77,A
Store_01,03-11-2024,22829.1292,1901.774695,173,A
Store_01,10-11-2024,2436.554988,4047.676402,105,A
Store_01,17-11-2024,15513.11084,2831.080595,119,A
Store_01,24-11-2024,8311.131643,4342.139194,78,A
Store_01,01-12-2024,7928.228035,2830.216751,111,A
Store_01,08-12-2024,23022.6618,2478.779127,37,B
Store_01,15-12-2024,21146.05784,3932.316448,48,A
Store_01,22-12-2024,20068.8014,3521.539969,36,A
Store_02,01-01-2023,18957.32182,3086.09317,32,C
Store_02,08-01-2023,20049.4233,3940.286986,57,B
Store_02,15-01-2023,27858.65754,4497.756243,91,A
Store_02,22-01-2023,11476.12968,4886.345642,43,B
Store_02,29-01-2023,2306.695875,3798.076301,125,A
Store_02,05-02-2023,15575.17913,1530.121844,50,A
Store_02,12-02-2023,10864.02813,3901.264817,166,A
Store_02,19-02-2023,4931.970318,4283.274948,93,A
Store_02,26-02-2023,22685.81549,1815.206034,71,B
Store_02,05-03-2023,19568.11937,2389.285738,45,A
Store_02,12-03-2023,24773.62313,4221.518036,55,C
Store_02,19-03-2023,13033.54186,4803.380311,22,B
Store_02,26-03-2023,17645.18506,3517.923217,182,B
Store_02,02-04-2023,14284.38977,4831.32252,65,A
Store_02,09-04-2023,14205.56178,4809.476719,105,B
Store_02,16-04-2023,18048.6654,1998.13594,189,C
Store_02,23-04-2023,2859.411191,1955.989049,12,C
Store_02,30-04-2023,20037.3664,4370.85073,45,B
Store_02,07-05-2023,15527.08585,4085.855557,107,B
Store_02,14-05-2023,21764.41695,4752.440954,111,A
Store_02,21-05-2023,20061.60328,3210.69856,108,B
Store_02,28-05-2023,24123.57323,4766.831064,195,B
Store_02,04-06-2023,19395.10433,3540.704525,67,A
Store_02,11-06-2023,14879.82309,2947.598519,78,A
Store_02,18-06-2023,15205.49419,4447.407819,31,C
Store_02,25-06-2023,18176.83536,3012.265486,85,A
Store_02,02-07-2023,12560.06045,3609.25245,156,C
Store_02,09-07-2023,17917.46351,3796.88023,78,A
Store_02,16-07-2023,8551.091516,4170.917447,12,B
Store_02,23-07-2023,25521.0311,3156.360868,114,A
Store_02,30-07-2023,17468.46633,2071.399524,157,B
Store_02,06-08-2023,11921.66411,3641.788043,162,B
Store_02,13-08-2023,29293.1961,4853.376243,166,A
Store_02,20-08-2023,2980.43881,2366.064181,42,C
Store_02,27-08-2023,11591.21632,2066.941969,194,A
Store_02,03-09-2023,7935.926253,3375.54114,138,B
Store_02,10-09-2023,12595.90752,2418.882888,13,A
Store_02,17-09-2023,11234.41634,3209.82473,56,A
Store_02,24-09-2023,28904.85324,3041.823446,128,A
Store_02,01-10-2023,28731.28334,2198.656273,171,B
Store_02,08-10-2023,18509.32676,1907.867499,199,A
Store_02,15-10-2023,8002.285915,4844.404052,67,C
Store_02,22-10-2023,8210.068911,1508.521576,65,C
Store_02,29-10-2023,28122.1793,4026.065369,183,A
Store_02,05-11-2023,9491.310779,2272.534697,104,A
Store_02,12-11-2023,4158.099286,2506.119921,16,A
Store_02,19-11-2023,18470.55253,3919.337202,121,A
Store_02,26-11-2023,7594.287585,2162.140635,141,B
Store_02,03-12-2023,6907.824499,1613.567351,10,B
Store_02,10-12-2023,3803.994791,4607.332146,99,C
Store_02,17-12-2023,20247.6717,1532.974927,49,B
Store_02,24-12-2023,28394.66061,2561.204422,11,C
Store_02,31-12-2023,9101.422118,3418.60629,29,C
Store_02,07-01-2024,19366.32443,2587.815076,193,A
Store_02,14-01-2024,10985.56659,2959.390683,72,B
Store_02,21-01-2024,23523.35083,3375.517127,100,C
Store_02,28-01-2024,16281.11432,4297.104673,99,B
Store_02,04-02-2024,15628.33664,1511.907126,192,C
Store_02,11-02-2024,16218.18206,4888.795463,82,B
Store_02,18-02-2024,18292.47152,3769.718624,40,A
Store_02,25-02-2024,18807.29742,4127.959101,195,B
Store_02,03-03-2024,6271.07992,1618.180291,173,B
Store_02,10-03-2024,12343.60845,4019.048096,187,C
Store_02,17-03-2024,5322.455698,4759.931309,194,B
Store_02,24-03-2024,21958.58925,3993.072103,118,B
Store_02,31-03-2024,10864.23085,4649.966412,114,B
Store_02,07-04-2024,13886.52643,2326.763847,32,B
Store_02,14-04-2024,4459.678423,2895.731217,124,C
Store_02,21-04-2024,7129.503122,2575.002444,55,B
Store_02,28-04-2024,4745.578163,4717.841026,156,B
Store_02,05-05-2024,20893.44501,3724.683338,101,A
Store_02,12-05-2024,28944.86289,4704.461503,62,B
Store_02,19-05-2024,3299.60112,3854.775331,119,C
Store_02,26-05-2024,5041.844496,3697.821324,176,B
Store_02,02-06-2024,18334.65968,3094.273785,150,B
Store_02,09-06-2024,10234.81398,4182.598386,185,B
Store_02,16-06-2024,27043.84554,2142.698865,157,A
Store_02,23-06-2024,13169.78442,3419.17456,112,A
Store_02,30-06-2024,4476.704777,2026.773225,154,A
Store_02,07-07-2024,29810.67306,2086.175773,147,C
Store_02,14-07-2024,23017.026,2913.037291,199,C
Store_02,21-07-2024,26896.47881,2918.094262,38,B
Store_02,28-07-2024,8667.678829,3345.268643,85,A
Store_02,04-08-2024,4990.525991,4670.243565,198,C
Store_02,11-08-2024,17019.30636,2712.568485,192,A
Store_02,18-08-2024,28010.57567,4775.062683,168,A
Store_02,25-08-2024,15406.49164,4741.046388,120,C
Store_02,01-09-2024,3518.098264,1776.217248,42,A
Store_02,08-09-2024,13611.38035,3376.496611,192,A
Store_02,15-09-2024,26500.76157,4980.572545,115,B
Store_02,22-09-2024,17197.12104,3861.731489,74,C
Store_02,29-09-2024,27725.6693,2897.489065,169,A
Store_02,06-10-2024,11629.68439,1535.130375,190,A
Store_02,13-10-2024,15953.16954,4814.807054,122,B
Store_02,20-10-2024,9332.661291,3148.142202,41,A
Store_02,27-10-2024,9223.68748,2011.537252,12,C
Store_02,03-11-2024,9190.550101,4059.602853,132,A
Store_02,10-11-2024,5923.270508,2232.412547,155,C
Store_02,17-11-2024,12622.1738,3380.059117,82,B
Store_02,24-11-2024,12678.58905,1731.787767,198,A
Store_02,01-12-2024,22634.94638,2382.214507,174,B
Store_02,08-12-2024,29428.81008,2343.02791,86,A
Store_02,15-12-2024,19869.40125,2431.962613,133,A
Store_02,22-12-2024,28196.49509,4318.089714,96,A
Store_03,01-01-2023,4256.834379,2219.381074,162,B
Store_03,08-01-2023,3167.477704,1972.670937,67,C
Store_03,15-01-2023,10109.58123,2815.683419,61,A
Store_03,22-01-2023,9493.087734,1513.712544,155,C
Store_03,29-01-2023,20587.04781,1622.232532,165,B
Store_03,05-02-2023,28341.0229,4053.60062,12,A
Store_03,12-02-2023,22982.55456,2013.150316,42,B
Store_03,19-02-2023,3299.869756,4004.183253,194,B
Store_03,26-02-2023,23228.55204,2877.888788,69,A
Store_03,05-03-2023,9507.376669,1913.469693,171,C
Store_03,12-03-2023,29041.46509,2315.974221,56,A
Store_03,19-03-2023,27424.20341,3948.908383,176,A
Store_03,26-03-2023,5169.050285,1774.813925,76,A
Store_03,02-04-2023,12186.1152,4952.069263,47,B
Store_03,09-04-2023,13640.82461,2477.914602,14,A
Store_03,16-04-2023,7734.919019,2255.346692,182,B
Store_03,23-04-2023,29079.91624,4195.619388,44,A
Store_03,30-04-2023,13301.48839,4130.938797,102,C
Store_03,07-05-2023,25637.02606,2166.718778,29,B
Store_03,14-05-2023,16231.79034,2619.421899,67,C
Store_03,21-05-2023,28835.4567,2099.687905,107,A
Store_03,28-05-2023,6208.943455,3357.122476,101,C
Store_03,04-06-2023,23375.49429,1509.761106,94,C
Store_03,11-06-2023,22527.04893,2940.307917,21,A
Store_03,18-06-2023,14734.05507,4893.370422,89,B
Store_03,25-06-2023,18049.85018,3132.768119,147,A
Store_03,02-07-2023,7359.37702,3027.819055,174,A
Store_03,09-07-2023,25428.07015,4266.909591,122,C
Store_03,16-07-2023,29992.34191,3345.100038,161,B
Store_03,23-07-2023,10608.63903,1633.637149,133,A
Store_03,30-07-2023,6842.438342,3656.317186,28,B
Store_03,06-08-2023,14565.96566,3490.291805,74,A
Store_03,13-08-2023,12695.01377,1727.473334,166,C
Store_03,20-08-2023,22002.04189,2515.968054,60,B
Store_03,27-08-2023,15606.53637,2567.098887,185,A
Store_03,03-09-2023,12788.94089,2603.753783,129,A
Store_03,10-09-2023,28358.80925,4751.838719,135,C
Store_03,17-09-2023,17516.50297,3578.491445,132,A
Store_03,24-09-2023,27715.36254,4641.145699,57,A
Store_03,01-10-2023,20736.75664,3921.570412,25,B
Store_03,08-10-2023,18066.88114,4410.381172,138,B
Store_03,15-10-2023,21150.54587,2614.194857,139,A
Store_03,22-10-2023,,1820.204869,190,A
Store_03,29-10-2023,28951.40762,1834.079571,53,C
Store_03,05-11-2023,12335.16308,2121.152402,113,A
Store_03,12-11-2023,22715.47253,1871.813747,185,A
Store_03,19-11-2023,3387.086358,2588.743454,131,B
Store_03,26-11-2023,29555.77961,3510.661872,95,B
Store_03,03-12-2023,16435.16262,3448.652875,103,A
Store_03,10-12-2023,19377.71139,1789.694005,161,C
Store_03,17-12-2023,15535.8804,3317.578412,190,A
Store_03,24-12-2023,13533.96767,2661.360146,95,A
Store_03,31-12-2023,11585.04486,2582.795331,62,A
Store_03,07-01-2024,19651.10706,4081.040551,51,A
Store_03,14-01-2024,14124.15229,1937.021064,84,C
Store_03,21-01-2024,24404.51794,3589.136348,173,A
Store_03,28-01-2024,5344.810799,3520.238499,118,B
Store_03,04-02-2024,16439.88996,1853.178031,58,A
Store_03,11-02-2024,14246.23721,2755.559429,72,A
Store_03,18-02-2024,2873.771812,3209.913553,190,B
Store_03,25-02-2024,15511.52087,2853.68318,19,B
Store_03,03-03-2024,20063.49939,4945.053394,88,B
Store_03,10-03-2024,18196.03312,1993.986538,42,C
Store_03,17-03-2024,28257.54806,4183.419792,59,A
Store_03,24-03-2024,29052.19318,4574.014864,159,B
Store_03,31-03-2024,8941.859275,2071.547092,195,A
Store_03,07-04-2024,16991.28186,4927.352345,170,A
Store_03,14-04-2024,18271.79799,2024.701554,43,A
Store_03,21-04-2024,2972.136962,2022.033926,154,B
Store_03,28-04-2024,16311.74832,4412.159195,124,A
Store_03,05-05-2024,14714.77662,2748.867449,160,A
Store_03,12-05-2024,27388.70636,2785.846491,32,A
Store_03,19-05-2024,24431.7654,2074.060435,18,B
Store_03,26-05-2024,13667.41331,1685.776683,92,B
Store_03,02-06-2024,15458.56788,4365.650836,104,B
Store_03,09-06-2024,23867.0347,3918.902273,100,A
Store_03,16-06-2024,27343.68288,3082.255327,66,A
Store_03,23-06-2024,5076.318033,4181.889152,122,B
Store_03,30-06-2024,24913.32638,4749.439215,157,A
Store_03,07-07-2024,4091.52455,4754.395992,176,B
Store_03,14-07-2024,6460.607262,2664.912614,55,A
Store_03,21-07-2024,6605.868038,4846.887811,19,C
Store_03,28-07-2024,24404.78832,1620.991806,174,A
Store_03,04-08-2024,21406.40641,2515.228359,46,B
Store_03,11-08-2024,4640.091402,3229.332661,145,B
Store_03,18-08-2024,18007.45336,3611.78518,116,A
Store_03,25-08-2024,20852.88883,3044.068682,26,A
Store_03,01-09-2024,8652.663929,3317.024427,37,A
Store_03,08-09-2024,20458.94641,4030.088213,177,B
Store_03,15-09-2024,9087.463369,3794.607891,124,A
Store_03,22-09-2024,13337.13875,3413.318173,39,A
Store_03,29-09-2024,18142.2981,3652.386361,30,A
Store_03,06-10-2024,5850.241406,4558.473933,40,A
Store_03,13-10-2024,26552.36308,3997.116283,133,B
